"","portal","processo","edital","cdo","orgao","id","link_repositorio_edital","tipo","orgao_sigla","descricao_do_objeto","entrega_de_proposta","abertura","situacao","data_abertura","data_entrega_proposta","base_final","final_url_edital","link_completo_para_editais"
"242","1","26921","0042/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00422022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26921&cdo=1606&edital=0042/2022","Pregão Eletrônico             (Compras)","PMSC","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE REFEIÇÃO PRONTA PARA 7°CRPM RIO DO SUL","23/02/2022 08:00:00","15/03/2022 13:05:00","EM SESSÃO PREGÃO","15/03/2022","23/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=26921-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26921-02-1.pdf"
"243","2","","0043/2022","1700","Secretaria de Estado da Administração - SEA","00432022_1700","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=1700&edital=0043/2022","Concorrência(Serviços)","SEA-DGLC","Concessão de uso remunerado, visando a exploração e Administração de Cantina (serviços de fornecimento de lanches), com a comercialização dos produtos
especificados nos Anexos IV e V exclusivamente aos acadêmicos, professores e funcionários do Instituto Estadual de Educação.","12/04/2022 09:30:00","12/04/2022 09:30:00","AGUARDANDO ABERTURA DA HABILITAÇÃO","12/04/2022","12/04/2022",NA,"docsb.asp?orgao=SEA-DGLC&anexo=Edital_0043_2022.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SEA-DGLC&anexo=Edital_0043_2022.pdf"
"244","1","26975","0043/2022","4891","Secretaria de Estado da Saúde - SES","00432022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26975&cdo=4891&edital=0043/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de equipamentos hospitalares (perfurador ortopédico) para o Hospital Doutor Waldomiro Colautti (HDWC).","15/03/2022 17:30:00","05/04/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","05/04/2022","15/03/2022",NA,"docsb.asp?orgao=SES&anexo=26975-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26975-02-1.doc"
"245","1","26998","0043/2022","5301","Secretaria de Estado da Infraestrutura e Mobilidade - SIE","00432022_5301","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26998&cdo=5301&edital=0043/2022","Pregão Eletrônico             (Serviços)","SIE","RDC - REGIME DIFERENCIADO DE CONTRATAÇÃO - Objeto: Execução de serviços de manutenção na ponte sobre o Rio Itoupava, com 80,00m de extensão, localizada no km 7+840 da rodovia SC-285, trecho, Ermo - Turvo /SC, conforme especificações constantes dos Anexos I a XIV.","11/03/2022 08:00:00","05/04/2022 14:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","05/04/2022","11/03/2022",NA,"docsb.asp?orgao=SIE&anexo=26998-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SIE&anexo=26998-02-1.pdf"
"246","1","27019","0044/2022","1700","Secretaria de Estado da Administração - SEA","00442022_1700","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27019&cdo=1700&edital=0044/2022","Pregão Eletrônico             (Compras)","SEA-DGLC","Aquisição de equipamentos topográficos para atender às necessidades da Secretaria de Estado da Administração.","14/03/2022 14:00:00","25/03/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","25/03/2022","14/03/2022",NA,"docsb.asp?orgao=SEA-DGLC&anexo=27019-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SEA-DGLC&anexo=27019-02-1.pdf"
"247","1","27024","0045/2022","1700","Secretaria de Estado da Administração - SEA","00452022_1700","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27024&cdo=1700&edital=0045/2022","Pregão Eletrônico             (Compras)","SEA-DGLC","Registro de Preços para futura e eventual aquisição de água mineral bombona de 20 litros.","15/03/2022 14:00:00","28/03/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","28/03/2022","15/03/2022",NA,"docsb.asp?orgao=SEA-DGLC&anexo=27024-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SEA-DGLC&anexo=27024-02-1.pdf"
"248","1","26624","0045/2022","4891","Secretaria de Estado da Saúde - SES","00452022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26624&cdo=4891&edital=0045/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de materiais de enfermaria e cirurgia para as Unidades da Secretaria de Estado da Saúde (SES).","28/01/2022 17:30:00","09/03/2022 13:30:00","EM SESSÃO PREGÃO","09/03/2022","28/01/2022",NA,"docsb.asp?orgao=SES&anexo=26624-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26624-02-1.doc"
"249","1","27038","0046/2022","1700","Secretaria de Estado da Administração - SEA","00462022_1700","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27038&cdo=1700&edital=0046/2022","Pregão Eletrônico             (Compras)","SEA-DGLC","Aquisição de Equipamentos para enfrentamento do Coronavírus destinados ao Laboratório Central de Saúde Pública de Santa Catarina (LACEN)","17/03/2022 17:30:00","30/03/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","30/03/2022","17/03/2022",NA,"docsb.asp?orgao=SEA-DGLC&anexo=27038-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SEA-DGLC&anexo=27038-02-1.pdf"
"250","1","27033","0046/2022","5301","Secretaria de Estado da Infraestrutura e Mobilidade - SIE","00462022_5301","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27033&cdo=5301&edital=0046/2022","Pregão Eletrônico             (Serviços)","SIE","regime diferenciado de contratação - rdc - objeto: seleção de empresa de consultoria para prestação de serviços especializados de assistência técnica à secretaria de estado da infraestrutura na execução dos serviços e estudos técnicos necessários à gestão e acompanhamento técnico e ambiental de intervenções executadas ao abrigo do contrato de finan...","17/03/2022 07:00:00","03/05/2022 14:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","03/05/2022","17/03/2022",NA,"docsb.asp?orgao=SIE&anexo=27033-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SIE&anexo=27033-02-1.pdf"
"251","1","27043","0048/2022","801","Secretaria de Estado da Administração Prisional e Socioeducativa - SAP","00482022_801","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27043&cdo=801&edital=0048/2022","Pregão Eletrônico             (Compras)","SAP-PRC","Registro de preços PE 048/ 2022 , para futura e eventual Aquisição de caixas d águas  para ampliação dos reservatórios de água potável e  captação da chuva , nas Unidades da Regional 05.","18/03/2022 13:00:00","04/04/2022 13:15:00","EM RECEBIMENTO DE PROPOSTA E-LIC","04/04/2022","18/03/2022",NA,"docsb.asp?orgao=SAP-PRC&anexo=27043-02-1.docx","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SAP-PRC&anexo=27043-02-1.docx"
"252","1","26678","0048/2022","4891","Secretaria de Estado da Saúde - SES","00482022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26678&cdo=4891&edital=0048/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de insumos e acessórios para equipamentos hospitalares para o Hospital Nereu Ramos (HNR).","02/02/2022 17:30:00","17/03/2022 08:30:00","EM SESSÃO PREGÃO","17/03/2022","02/02/2022",NA,"docsb.asp?orgao=SES&anexo=26678-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26678-02-1.doc"
"253","1","27065","0049/2022","1700","Secretaria de Estado da Administração - SEA","00492022_1700","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27065&cdo=1700&edital=0049/2022","Pregão Eletrônico             (Serviços)","SEA-DGLC","contratação de empresa especializada para prestação dos serviços de elaboração dos projetos executivos Arquitetônico, Elétrico, Rede Lógica e Telefonia, Hidrossanitário, Climatização, Sistema Preventivo PPCI e Estrutural, para o Bloco II do Centro Administrativo Governador Casildo João Maldaner.","22/03/2022 14:00:00","04/04/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","04/04/2022","22/03/2022",NA,"docsb.asp?orgao=SEA-DGLC&anexo=27065-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SEA-DGLC&anexo=27065-02-1.pdf"
"254","1","27069","0049/2022","5301","Secretaria de Estado da Infraestrutura e Mobilidade - SIE","00492022_5301","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27069&cdo=5301&edital=0049/2022","Pregão Eletrônico             (Serviços)","SIE","regime diferenciado de contratação - rdc - elaboração do  projeto  básico  do  corredor  ferroviário  de  santa catarina,   segmento   correia   pinto - chapecó,   com   extensão estimada em 319 km  lote 01 e elaboração do   projeto   executivo   da   ferrovia   dos   portos, segmento  araquari  navegantes  com  extensão  estimada  em  62 km  lo...","23/03/2022 07:00:30","06/05/2022 14:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","06/05/2022","23/03/2022",NA,"docsb.asp?orgao=SIE&anexo=27069-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SIE&anexo=27069-02-1.pdf"
"255","1","26874","0050/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00502022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26874&cdo=1606&edital=0050/2022","Pregão Eletrônico             (Compras)","PMSC","Contratação de empresa especializada para fornecimento de alimentação pronta para policiais militares lotados nas Unidades da PMSC da 6ª CRPM.","17/02/2022 08:00:00","24/03/2022 13:35:49","EM SESSÃO PREGÃO","24/03/2022","17/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=26874-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26874-02-1.pdf"
"256","2","","0050/2022","1700","Secretaria de Estado da Administração - SEA","00502022_1700","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=1700&edital=0050/2022","Edital de Chamamento(Serviços)","SEA-DGLC","Chamamentopúblico   para   apresentação,   análise   e   teste   de   soluções   inovadoras   que contribuam  comquestões  deinteresse público, para futura e eventual contratação, para  atender  às necessidades da Procuradoria Geral do Estado de Santa Catarina.","22/04/2022 19:00:00","22/04/2022 19:00:00","EM RECEBIMENTO DE PROPOSTA","22/04/2022","22/04/2022",NA,"docsb.asp?orgao=SEA-DGLC&anexo=Edital050-22.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SEA-DGLC&anexo=Edital050-22.pdf"
"257","1","27071","0050/2022","5301","Secretaria de Estado da Infraestrutura e Mobilidade - SIE","00502022_5301","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27071&cdo=5301&edital=0050/2022","Pregão Eletrônico             (Serviços)","SIE","REGIME DIFERENCIADO DE CONTRATAÇÃO - RDC - Conservação Estrutural das  rodovias   não   pavimentadas   sob   a jurisdição da Coordenadoria Regional Sul -SIE - CRSUL, em regime de empreitada por preço unitário, nas condições previstas no Edital e seus anexos, conforme especificações constantes dos Anexos I a XV.","24/03/2022 09:01:53","18/04/2022 14:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","18/04/2022","24/03/2022",NA,"docsb.asp?orgao=SIE&anexo=27071-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SIE&anexo=27071-02-1.pdf"
"258","1","26944","0051/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00512022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26944&cdo=1606&edital=0051/2022","Pregão Eletrônico             (Compras)","PMSC","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE REFEIÇÃO PRONTA PARA 7°CRPM BLUMENAU","25/02/2022 08:00:00","18/03/2022 13:35:00","HOMOLOGADO","18/03/2022","25/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=26944-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26944-02-1.pdf"
"259","1","27072","0051/2022","5301","Secretaria de Estado da Infraestrutura e Mobilidade - SIE","00512022_5301","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27072&cdo=5301&edital=0051/2022","Pregão Eletrônico             (Serviços)","SIE","regime diferenciado de contratação - rdc - execução dos serviços de manutenção corretiva do pavimento, com fornecimento de materiais, de rodovias sob a jurisdição da coordenadoria regional sul  sie/crsul, em regime de empreitada por preço unitário, nas condições previstas no edital e seus anexos, conforme especificações constantes dos anexos i a x...","24/03/2022 07:00:00","18/04/2022 17:00:00","EM RECEBIMENTO DE PROPOSTA E-LIC","18/04/2022","24/03/2022",NA,"docsb.asp?orgao=SIE&anexo=27072-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SIE&anexo=27072-02-1.pdf"
"260","1","26894","0052/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00522022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26894&cdo=1606&edital=0052/2022","Pregão Eletrônico             (Compras)","PMSC","Contratação de empresa especializada para fornecimento de Alimentação Pronta para os policiais militares lotados nas Unidades da PMSC da 8ªRPM","19/02/2022 08:00:00","11/03/2022 09:30:00","PUBLICADO RESULTADO LICITAÇÃO / EXTRATO ATA RP","11/03/2022","19/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=26894-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26894-02-1.pdf"
"261","1","27073","0052/2022","5301","Secretaria de Estado da Infraestrutura e Mobilidade - SIE","00522022_5301","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27073&cdo=5301&edital=0052/2022","Pregão Eletrônico             (Serviços)","SIE","registro de preços para o fornecimento futuro de mudas nativas - araucária (lote 1), canela preta (lote 2), canela sassafrás (lote 3), imbuia (lote 4), pinheiro bravo (lote 5), palmito (lote 6) e guanandi (lote 7) - para compensação ambiental visando atender as demandas da secretaria de estado da infraestrutura e mobilidade, conforme especificações...","24/03/2022 07:00:00","06/04/2022 14:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","06/04/2022","24/03/2022",NA,"docsb.asp?orgao=SIE&anexo=27073-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SIE&anexo=27073-02-1.pdf"
"262","1","27054","0053/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00532022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27054&cdo=1606&edital=0053/2022","Pregão Eletrônico             (Compras)","PMSC","Contratação de empresa especializada para fornecimento de Alimentação Pronta para os policias militares lotados nas Unidades da PMSC da 8ª CRPM.","19/03/2022 08:00:00","01/04/2022 15:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","01/04/2022","19/03/2022",NA,"docsb.asp?orgao=PMSC&anexo=27054-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=27054-02-1.pdf"
"263","1","27074","0053/2022","5301","Secretaria de Estado da Infraestrutura e Mobilidade - SIE","00532022_5301","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27074&cdo=5301&edital=0053/2022","Pregão Eletrônico             (Serviços)","SIE","REGIME DIFERENCIADO DE CONTRATAÇÃO - RDC - Execução de serviços de Complementação da manutenção da ponte sobre o Rio Irani, com 136,10 m de extensão, localizada no km 78 + 300, da rodovia SC-155, trecho, Xanxerê - Xavantina - Entr. SC-283  Seara/SC, conforme especificações constantes dos Anexos I a XIII.","24/03/2022 07:00:00","19/04/2022 14:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","19/04/2022","24/03/2022",NA,"docsb.asp?orgao=SIE&anexo=27074-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SIE&anexo=27074-02-1.pdf"
"264","1","26884","0054/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00542022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26884&cdo=1606&edital=0054/2022","Pregão Eletrônico             (Compras)","PMSC","CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE FORNECIMENTO DE REFEÇÕES PRONTAS PARA 9°RPM","17/02/2022 08:00:00","07/03/2022 15:35:00","HOMOLOGADO","07/03/2022","17/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=26884-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26884-02-1.pdf"
"265","1","27075","0054/2022","5301","Secretaria de Estado da Infraestrutura e Mobilidade - SIE","00542022_5301","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27075&cdo=5301&edital=0054/2022","Pregão Eletrônico             (Serviços)","SIE","REGIME DIFERENCIADO DE CONTRATAÇÃO - RDC - Seleção  de  empresa  para  Elaboração  de  Projeto  de  Engenharia  Rodoviária para Obras de Implantação e Pavimentação da Rodovia SC 465, trecho: Salto Veloso  Treze Tílias incluindo o contorno, com extensão aproximada de 19,8 km, conforme especificações constantes dos Anexos I a XII.","24/03/2022 07:00:00","10/05/2022 14:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","10/05/2022","24/03/2022",NA,"docsb.asp?orgao=SIE&anexo=27075-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SIE&anexo=27075-02-1.pdf"
"266","1","26872","0055/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00552022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26872&cdo=1606&edital=0055/2022","Pregão Eletrônico             (Compras)","PMSC","Contratação de empresa especializada para fornecimento de Alimentação Pronta para os policiais militares lotados nas Unidades da PMSC da 9ªCRPM.","17/02/2022 08:00:00","10/03/2022 13:35:00","PUBLICADO RESULTADO LICITAÇÃO / EXTRATO ATA RP","10/03/2022","17/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=26872-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26872-02-1.pdf"
"267","1","26978","0055/2022","4891","Secretaria de Estado da Saúde - SES","00552022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26978&cdo=4891&edital=0055/2022","Pregão Eletrônico             (Compras)","SES","Aquisição de insumos e acessórios para equipamentos hospitalares para o Hospital Doutor Waldomiro Colautti (HDWC).","15/03/2022 17:30:00","08/04/2022 08:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","08/04/2022","15/03/2022",NA,"docsb.asp?orgao=SES&anexo=26978-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26978-02-1.doc"
"268","1","27076","0055/2022","5301","Secretaria de Estado da Infraestrutura e Mobilidade - SIE","00552022_5301","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27076&cdo=5301&edital=0055/2022","Pregão Eletrônico             (Serviços)","SIE","coordenação, supervisão, controle e de subsídios à fiscalização de obras rodoviárias na execução dos trabalhos rodoviários de implantação e pavimentação, incluindo os serviços  de terraplenagem, pavimentação asfáltica, drenagem, obras de arte correntes, sinalização, obras e arte especiais, obras complementares, serviços diversos, meio ambiente e me...","24/03/2022 07:00:00","07/04/2022 14:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","07/04/2022","24/03/2022",NA,"docsb.asp?orgao=SIE&anexo=27076-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SIE&anexo=27076-02-1.pdf"
"269","1","26885","0056/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00562022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26885&cdo=1606&edital=0056/2022","Pregão Eletrônico             (Compras)","PMSC","Contratação de empresa especializada para fornecimento de alimentação pronta para policiais militares lotados nas Unidades da PMSC da 9ª CRPM.","18/02/2022 08:00:00","22/03/2022 15:35:00","EM SESSÃO PREGÃO","22/03/2022","18/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=26885-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26885-02-1.pdf"
"270","2","","0056/2022","4130","PSFS Porto de São Francisco do Sul S/A","00562022_4130","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=2&processo=&cdo=4130&edital=0056/2022","Pregão Eletrônico(Serviços)","PSFS","contratação de empresa para  execução de serviços especializados na manutenção do controle da fauna sinantrópica nociva (pombo comum colúmbia lívia); serviços de desinsetização;  desratização; controle de larvas em coleções de águas paradas (mosquitos), e demais serviços complementares na área correspondente á 4.285m²  da scpar porto de são franc...","14/01/2022 08:00:00","14/01/2022 10:00:00","HOMOLOGADO","14/01/2022","14/01/2022",NA,"docsb.asp?orgao=PSFS&anexo=EDITAL00562021..pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PSFS&anexo=EDITAL00562021..pdf"
"271","1","27077","0056/2022","5301","Secretaria de Estado da Infraestrutura e Mobilidade - SIE","00562022_5301","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27077&cdo=5301&edital=0056/2022","Pregão Eletrônico             (Serviços)","SIE","COORDENAÇÃO, SUPERVISÃO, CONTROLE E DE SUBSÍDIOS À FISCALIZAÇÃO DE OBRAS   RODOVIÁRIAS NA EXECUÇÃO DOS TRABALHOS  RODOVIÁRIOS   DE IMPLANTAÇÃO   E   PAVIMENTAÇÃO  DA  RODOVIA  SC-156  (ANTIGA  SC-466); TRECHO: DIVISA SC/PR ATÉ O MUNICÍPIO DE SÃO DOMINGOS, conforme especificações constantes dos Anexos I a VIII.","24/03/2022 07:00:00","07/04/2022 17:00:00","EM RECEBIMENTO DE PROPOSTA E-LIC","07/04/2022","24/03/2022",NA,"docsb.asp?orgao=SIE&anexo=27077-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SIE&anexo=27077-02-1.pdf"
"272","1","26925","0057/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00572022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26925&cdo=1606&edital=0057/2022","Pregão Eletrônico             (Compras)","PMSC","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE REFEIÇÃO PRONTA 10°CRPM JOAÇABA","24/02/2022 08:00:00","16/03/2022 15:35:00","PUBLICADO RESULTADO LICITAÇÃO / EXTRATO ATA RP","16/03/2022","24/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=26925-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26925-02-1.pdf"
"273","1","26926","0058/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00582022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26926&cdo=1606&edital=0058/2022","Pregão Eletrônico             (Compras)","PMSC","Contratação de empresa especializada para fornecimento de Alimentação Pronta para os policiais militares lotados nas Unidades da PMSC da 10ªCRPM (HERVAL D ´OESTE)","25/02/2022 08:00:00","16/03/2022 09:30:00","PUBLICADO RESULTADO LICITAÇÃO / EXTRATO ATA RP","16/03/2022","25/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=26926-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26926-02-1.pdf"
"274","1","26886","0059/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00592022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26886&cdo=1606&edital=0059/2022","Pregão Eletrônico             (Compras)","PMSC","Contratação de empresa especializada para fornecimento de alimentação pronta para policiais militares lotados nas Unidades da PMSC da 11ª CRPM  e PMA.","18/02/2022 08:00:00","18/03/2022 15:35:00","EM SESSÃO PREGÃO","18/03/2022","18/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=26886-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26886-02-1.pdf"
"275","1","27009","0060/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00602022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=27009&cdo=1606&edital=0060/2022","Pregão Eletrônico             (Serviços)","PMSC","Prestação   de   serviços   de   manutenção   em   88   Estações Repetidoras  de  rádio  VHF  analógicas,  com  serviço  técnico  de  engenharia para plotagem de  manchas  de  cobertura de sites e  cálculo  de  perfil  de  rádio enlaces visando ampliação de sistemas de radiocomunicação","12/03/2022 08:00:00","25/03/2022 13:30:00","EM RECEBIMENTO DE PROPOSTA E-LIC","25/03/2022","12/03/2022",NA,"docsb.asp?orgao=PMSC&anexo=27009-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=27009-02-1.pdf"
"276","1","26898","0062/2022","1606","Polícia Militar do Estado de Santa Catarina - PM/SC","00622022_1606","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26898&cdo=1606&edital=0062/2022","Pregão Eletrônico             (Compras)","PMSC","CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE REFEIÇÃO PRONTA PARA 12°RPM JARAGUÁ DO SUL","18/02/2022 08:00:00","09/03/2022 09:35:00","PUBLICADO RESULTADO LICITAÇÃO / EXTRATO ATA RP","09/03/2022","18/02/2022",NA,"docsb.asp?orgao=PMSC&anexo=26898-02-1.pdf","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=PMSC&anexo=26898-02-1.pdf"
"277","1","26695","0062/2022","4891","Secretaria de Estado da Saúde - SES","00622022_4891","https://sistemas4.sc.gov.br/sea/portaldecompras/docsl.asp?portal=1&processo=26695&cdo=4891&edital=0062/2022","Pregão Eletrônico","SES","Aquisição e instalação de ar condicionado SPLIT para a Diretoria de Assistência Farmacêutica (DIAF).","02/02/2022 17:30:00","17/03/2022 08:30:00","EM SESSÃO PREGÃO","17/03/2022","02/02/2022",NA,"docsb.asp?orgao=SES&anexo=26695-02-1.doc","https://sistemas4.sc.gov.br/sea/portaldecompras/docsb.asp?orgao=SES&anexo=26695-02-1.doc"
